Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
18	11	2023	7.75416666666667	8.2875	0.143936016782483	2.55
19	11	2023	8.45625	9.12708333333333	0	3.42
20	11	2023	7.72708333333333	8.23333333333333	0	1.74
21	11	2023	8.24375	8.76875	0	3.9
22	11	2023	8.01041666666667	8.67291666666667	0	4.95
23	11	2023	7.31041666666667	8.02291666666667	0	3.68
24	11	2023	8.47083333333333	8.99583333333333	0	3.47
25	11	2023	9.275	9.85833333333333	0	4.25
26	11	2023	6.76458333333333	7.08541666666667	0	0.64
27	11	2023	7.19583333333333	7.66666666666667	0.143936016782483	1.74
28	11	2023	8.17083333333333	8.85208333333333	0	2.93
29	11	2023	7.65625	8.03958333333333	2.44691228530222	1.65
30	11	2023	7.70625	8.13125	21.158594467025	1.55
1	12	2023	7.68333333333333	8.08125	0	1.6
2	12	2023	8.49791666666667	9.06875	1.15148813425987	2.86
3	12	2023	9.4125	9.87083333333333	1.58329618460732	2.77
4	12	2023	8.94583333333333	9.35208333333333	0.287872033564967	1.72
5	12	2023	7.99166666666667	8.45833333333333	9.06796905729645	1.51
6	12	2023	8.20208333333333	8.65208333333333	12.6663694768585	2.29
7	12	2023	8.28125	8.7	0	1.86
8	12	2023	8.56666666666667	9.08125	0	2.65
9	12	2023	8.68333333333333	9.25208333333333	1.43936016782483	2.51
10	12	2023	8.91875	9.46666666666667	1.87116821817228	2.5
11	12	2023	10.075	10.54375	0	3.39
12	12	2023	9.07291666666667	9.50833333333333	3.16659236921463	2.15
13	12	2023	9.28541666666667	9.74166666666667	1.7272322013898	1.86
14	12	2023	8.83958333333333	9.36458333333333	0	1.73
15	12	2023	9.37083333333333	9.79166666666667	1.58329618460732	2.23
16	12	2023	9.5625	10.0354166666667	11.3709453258162	2.75
17	12	2023	8.29583333333333	8.70208333333333	0	1.43
18	12	2023	8.30625	8.77083333333333	8.34828897338403	1.86
19	12	2023	8.65208333333333	9.18125	3.31052838599712	1.83
20	12	2023	8.0625	8.6125	0	1.57
21	12	2023	8.94583333333333	9.4625	0	2.5
22	12	2023	8.63125	9.10208333333333	7.34073685590665	2.44
23	12	2023	8.62291666666667	9.15	0	2.53
24	12	2023	9.47916666666667	9.94166666666667	0.143936016782483	3.17
25	12	2023	9.01666666666667	9.51041666666667	0	2.06
26	12	2023	8.39375	8.85416666666667	18.1359381145929	2.19
27	12	2023	7.0125	7.26875	5.03776058738691	1.03
28	12	2023	7.77083333333333	8.22708333333333	0	1.82
29	12	2023	7.36041666666667	7.83958333333333	0	1.59
30	12	2023	7.44791666666667	7.875	9.4997771076439	1.6
31	12	2023	6.9	7.19791666666667	7.62860888947161	0.94
1	1	2024	8.03125	8.49375	0.575744067129933	1.84
2	1	2024	8.5125	8.97083333333333	0	2.59
3	1	2024	8.55625	9.1125	1.58329618460732	2.42
4	1	2024	8.13958333333333	8.63125	0.8636161006949	2.01
5	1	2024	8.075	8.53333333333333	0.143936016782483	1.44
6	1	2024	8.99791666666667	9.45208333333333	0.143936016782483	2.28
7	1	2024	8.1125	8.52916666666667	0	1.37
8	1	2024	9.06875	9.59375	0	2.62
9	1	2024	9.09583333333333	9.62291666666667	2.73478431886718	2.9
10	1	2024	8.25416666666667	8.73958333333333	0	1.86
11	1	2024	8.14791666666667	8.67083333333333	0	2.64
12	1	2024	7.60208333333333	8.04583333333333	0	1.76
13	1	2024	7.94166666666667	8.51458333333333	6.33318473842926	2.57
14	1	2024	7.9875	8.49791666666667	2.15904025173725	1.8
15	1	2024	7.91041666666667	8.43958333333333	7.62860888947161	1.88
16	1	2024	8.35625	8.82291666666667	3.02265635243215	2.2
17	1	2024	9.025	9.49375	0.287872033564967	3.05
18	1	2024	8.7125	9.10208333333333	0	1.84
19	1	2024	8.46458333333333	8.88333333333333	0	1.91
20	1	2024	8.96458333333333	9.48541666666667	0.43180805034745	2.25
21	1	2024	8.69375	9.19375	12.810305493641	2.07
22	1	2024	8.72708333333333	9.14791666666667	5.03776058738691	1.99
23	1	2024	9.16458333333333	9.70833333333333	0	3.04
24	1	2024	9.41458333333333	9.95	0	2.63
25	1	2024	10.475	11.0375	0	3.55
26	1	2024	9.95833333333333	10.6145833333333	0.287872033564967	3.47
27	1	2024	8.71666666666667	9.1625	4.03020846990953	1.37
28	1	2024	8.66666666666667	9.04166666666667	9.78764914120886	1.42
29	1	2024	9.90208333333333	10.5083333333333	0	3.16
30	1	2024	10.2770833333333	10.8125	0	3.06
31	1	2024	8.78541666666667	9.24583333333333	8.20435295660155	1.32
1	2	2024	8.36041666666667	8.85	7.48467287268913	1.66
2	2	2024	8.225	8.61458333333333	6.0453127048643	2.28
3	2	2024	7.92291666666667	8.3375	0	1.71
4	2	2024	8.63958333333333	9.05	1.00755211747738	2.81
5	2	2024	8.47916666666667	9.05625	0	3.79
6	2	2024	8.1625	8.70208333333333	0.287872033564967	3.53
7	2	2024	7.95208333333333	8.51458333333333	0.575744067129933	2.91
8	2	2024	8.87916666666667	9.46875	0	3.15
9	2	2024	9.23333333333333	9.76041666666667	0	2.5
10	2	2024	8.62916666666667	9.23958333333333	8.34828897338403	2.4
11	2	2024	8.98333333333333	9.70416666666667	8.636161006949	2.71
12	2	2024	9.1125	9.53125	0	1.71
13	2	2024	8.7875	9.19583333333333	7.34073685590665	1.42
14	2	2024	8.81875	9.25	0.719680083912416	1.77
15	2	2024	8.70208333333333	9.17083333333333	3.31052838599712	1.97
16	2	2024	9.11666666666667	9.61666666666667	0.8636161006949	2.92
17	2	2024	8.32916666666667	8.77083333333333	0	1.86
18	2	2024	8.49791666666667	9.00833333333333	0	2.2
19	2	2024	8.48125	8.875	8.92403304051396	1.38
20	2	2024	8.24166666666667	8.72916666666667	0	3.23
21	2	2024	6.89375	7.43125	0	3.28
22	2	2024	6.92291666666667	7.56875	0	4.05
23	2	2024	7.55625	8.31458333333333	0	4.23
24	2	2024	8.82916666666667	9.5125	0	4.29
25	2	2024	8.48541666666667	9.10208333333333	0	3.94
26	2	2024	7.34375	7.76875	0	1.73
27	2	2024	8.65625	9.17916666666667	0.143936016782483	2.09
28	2	2024	8.9875	9.57708333333333	0	2.97
29	2	2024	7.97916666666667	8.38333333333333	1.43936016782483	1.61
1	3	2024	7.33125	7.74375	0	1.19
2	3	2024	7.60416666666667	8.06875	0	2.03
3	3	2024	7.97291666666667	8.44375	14.2496656614658	2.12
4	3	2024	7.74375	8.17708333333333	13.9617936279009	1.81
5	3	2024	8.79375	9.26666666666667	0	2.31
6	3	2024	8.7	9.19166666666667	8.49222499016651	1.88
7	3	2024	8.84583333333333	9.41666666666667	11.0830732922512	2.43
8	3	2024	8.63125	9.11666666666667	1.58329618460732	1.85
9	3	2024	8.775	9.35208333333333	1.29542415104235	2.49
10	3	2024	8.46666666666667	8.98541666666667	0	1.72
11	3	2024	8.91458333333333	9.43333333333333	0.287872033564967	2.62
12	3	2024	9.38333333333333	9.90833333333333	0	3.2
13	3	2024	8.67083333333333	9.28333333333333	0	2.46
14	3	2024	8.77083333333333	9.26875	1.00755211747738	3.06
15	3	2024	8.94375	9.46041666666667	0	2.91
16	3	2024	8.87083333333333	9.38541666666667	3.88627245312705	2.16
17	3	2024	9.13958333333333	9.6875	0	2.31
18	3	2024	8.27916666666667	8.71041666666667	0.287872033564967	1.47
19	3	2024	7.99583333333333	8.50416666666667	2.15904025173725	1.64
20	3	2024	8.01041666666667	8.54791666666667	0	1.59
21	3	2024	8.32083333333333	8.94791666666667	3.16659236921463	2.29
22	3	2024	7.95833333333333	8.4875	8.92403304051396	1.71
23	3	2024	8.24791666666667	8.61458333333333	0	1.38
24	3	2024	9.45416666666667	9.96458333333333	0	3.28
25	3	2024	9.85208333333333	10.4395833333333	0	4.02
26	3	2024	8.16875	8.55833333333333	0	1.75
27	3	2024	8.76666666666667	9.37083333333333	0	4.04
28	3	2024	9.05416666666667	9.63541666666667	0	4.18
29	3	2024	9.28541666666667	9.99375	0	3.9
30	3	2024	9.03333333333333	9.58125	0	2.27
31	3	2024	8.425	8.97291666666667	0	1.78
1	4	2024	7.22291666666667	7.59791666666667	17.4162580306805	1.15
2	4	2024	7.71666666666667	8.20833333333333	10.7952012586862	1.64
3	4	2024	7.38333333333333	7.75416666666667	7.48467287268913	1.58
4	4	2024	8.03125	8.5	0.143936016782483	2
5	4	2024	8.22708333333333	8.64166666666667	3.16659236921463	2.09
6	4	2024	8.53333333333333	9.02291666666667	0	2.45
7	4	2024	8.79583333333333	9.31458333333333	3.4544644027796	2.41
8	4	2024	8.5625	9.06666666666667	3.74233643634457	1.91
9	4	2024	8.66666666666667	9.12291666666667	1.58329618460732	1.74
10	4	2024	8.7375	9.29375	0.143936016782483	2.44
11	4	2024	8.75	9.31041666666667	3.4544644027796	1.97
12	4	2024	9.16458333333333	9.63958333333333	0	2.45
13	4	2024	9.56875	10.0604166666667	7.19680083912416	2.41
14	4	2024	9.43333333333333	10.00625	0	2.65
15	4	2024	9.58958333333333	10.2833333333333	2.73478431886718	3.01
16	4	2024	9.17708333333333	9.80416666666667	0.287872033564967	2.27
17	4	2024	9.28333333333333	9.79166666666667	0	2.44
18	4	2024	9.76875	10.2833333333333	0.143936016782483	2.7
19	4	2024	8.7875	9.48541666666667	1.7272322013898	2.21
20	4	2024	8.39166666666667	8.8875	2.44691228530222	2.16
21	4	2024	8.225	8.63541666666667	0	1.55
22	4	2024	8.73333333333333	9.2125	0	2.31
23	4	2024	9.09583333333333	9.7125	0	2.79
24	4	2024	8.30625	8.75833333333333	0.575744067129933	2.02
25	4	2024	8.95833333333333	9.46666666666667	0	2.82
26	4	2024	8.83125	9.38541666666667	0	1.92
27	4	2024	8.08958333333333	8.6	1.00755211747738	2.16
28	4	2024	8.26458333333333	8.78125	0	2.58
29	4	2024	8.275	8.78333333333333	1.58329618460732	1.61
30	4	2024	8.575	9.11458333333333	0	2.21
1	5	2024	8.75416666666667	9.35625	0.143936016782483	2.92
2	5	2024	9.71666666666667	10.2541666666667	0	3.11
3	5	2024	8.65	9.12708333333333	11.8027533761636	1.86
4	5	2024	8.84375	9.46041666666667	1.87116821817228	2.34
5	5	2024	9.12916666666667	9.64791666666667	0	3.04
6	5	2024	8.86041666666667	9.42083333333333	0.287872033564967	2.35
7	5	2024	8.73125	9.22291666666667	1.43936016782483	1.65
8	5	2024	8.72916666666667	9.29166666666667	0.43180805034745	2.04
9	5	2024	8.9625	9.5125	1.58329618460732	2.77
10	5	2024	8.54583333333333	8.97916666666667	0.575744067129933	1.46
11	5	2024	9.00208333333333	9.61458333333333	0.287872033564967	2.52
12	5	2024	9.4625	10.0583333333333	0.143936016782483	2.91
13	5	2024	8.70833333333333	9.34791666666667	0.287872033564967	2.29
14	5	2024	8.3625	8.75416666666667	0	1.8
15	5	2024	8.38125	8.9625	0	2.35
16	5	2024	8.11458333333333	8.6625	0.143936016782483	2.13
17	5	2024	9.46458333333333	9.96458333333333	1.00755211747738	2.16
18	5	2024	8.4625	9	1.00755211747738	2.14
19	5	2024	8.14583333333333	8.66875	0.143936016782483	2.57
20	5	2024	8.42916666666667	8.95416666666667	0	3
21	5	2024	8.71875	9.28958333333333	0.287872033564967	3.1
22	5	2024	8.69791666666667	9.31666666666667	0	2.87
23	5	2024	9.35625	9.93958333333333	0	2.97
24	5	2024	9.39791666666667	10.0541666666667	0	2.82
25	5	2024	9	9.625	0	1.92
26	5	2024	8.35	9.00416666666667	10.2194571915563	2.11
27	5	2024	8.77708333333333	9.325	1.00755211747738	2.77
28	5	2024	8.35416666666667	8.9625	2.01510423495477	2.64
29	5	2024	8.31041666666667	8.90416666666667	0	2.81
30	5	2024	8.16041666666667	8.83541666666667	0	2.96
31	5	2024	8.01666666666667	8.61875	0	3.15
1	6	2024	8.51666666666667	9.13333333333333	0	3.02
2	6	2024	8.39166666666667	9.01458333333333	0	2.99
3	6	2024	8.53541666666667	9.17291666666667	0	3.45
4	6	2024	7.31666666666667	7.89583333333333	0	3.17
5	6	2024	8.70416666666667	9.34166666666667	0	2.65
6	6	2024	7.73958333333333	8.37708333333333	0	2.52
7	6	2024	7.97708333333333	8.54583333333333	0	2.57
8	6	2024	8.56666666666667	9.21458333333333	0	2.76
9	6	2024	7.18333333333333	7.72916666666667	0	1.03
10	6	2024	7.54791666666667	8.01666666666667	0	1.34
11	6	2024	7.37916666666667	7.81458333333333	0.143936016782483	1.28
12	6	2024	7.63333333333333	8.07708333333333	0.575744067129933	1.54
13	6	2024	8.90208333333333	9.49166666666667	0	2.77
14	6	2024	8.97708333333333	9.66666666666667	0	2.52
15	6	2024	8.2625	8.87291666666667	0	1.67
16	6	2024	7.15	7.63333333333333	0	1.58
17	6	2024	7.84583333333333	8.32708333333333	0	1.82
18	6	2024	8.58958333333333	9.16458333333333	3.74233643634457	2.66
19	6	2024	8.34583333333333	8.9125	0.43180805034745	2.81
20	6	2024	6.70208333333333	7.16458333333333	3.88627245312705	1.29
21	6	2024	6.19166666666667	6.51875	0	0.88
22	6	2024	8.35	8.89375	0	2.21
23	6	2024	8.11666666666667	8.77291666666667	0.143936016782483	2.71
24	6	2024	7.9125	8.49791666666667	0	2.85
25	6	2024	7.79166666666667	8.3625	0	2.65
26	6	2024	7.37291666666667	7.99375	0	2.59
27	6	2024	7.57291666666667	8.22916666666667	0	2.18
28	6	2024	8.18541666666667	8.75	0	2.73
29	6	2024	7.8875	8.55208333333333	0	2.23
30	6	2024	8.45	9.14166666666667	0	2.36
1	7	2024	7.42291666666667	7.86458333333333	0	1.07
2	7	2024	7.26041666666667	7.85416666666667	0	1.72
3	7	2024	7.68958333333333	8.35208333333333	0	2.89
4	7	2024	8.2875	8.95208333333333	0	2.73
5	7	2024	8.08333333333333	8.71875	0	2.66
6	7	2024	7.08541666666667	7.675	0	2.3
7	7	2024	7.01666666666667	7.58333333333333	0	2.08
8	7	2024	7.50833333333333	8.11458333333333	0	2.32
9	7	2024	7.06041666666667	7.725	0	2.42
10	7	2024	7.575	8.25833333333333	0	2.65
11	7	2024	7.64791666666667	8.39375	0	2.68
12	7	2024	7.23958333333333	7.95	0.143936016782483	2.11
13	7	2024	7.77291666666667	8.34166666666667	0	2.56
14	7	2024	7.87708333333333	8.53958333333333	0	2.66
15	7	2024	7.38541666666667	8.02083333333333	0	3.24
16	7	2024	7.87837837837838	8.60810810810811	0	4.17
